sar_mean_during,sar_std_during,sar_p10_during,sar_mean_before,sar_p10_before,sar_delta,sar_p10_delta,sar_images,ndvi_mean,ndvi_min,ndvi_std,elevation_mean,elevation_min,elevation_p10,slope_mean,slope_p90,soil_during,soil_before,soil_delta,soil_max,rain_total,rain_max_cell,is_monsoon,province,year,flood
-6.129872269867025,3.288945141806743,-9.870073460495597,-6.276639017582947,-10.87174345716727,-0.14676674771592157,-1.001669996671673,78,0.12673131094272042,-0.6034985184669495,0.23211124759523127,3925.1236777777167,469,2224.135876362337,5,20,0.12417530593522359,0.19438412924994072,-0.07020882331471713,0.3742428421974182,116.62715992753076,613.9736957550049,1,GB,2016,0
-7.864613805966215,2.8438458099014072,-10.118622772578439,-8.129637501200012,-11.185895832747889,-0.265023695233797,-1.06727306016945,39,0.23036810193784468,-0.023034047335386276,0.1,2068.1532983648135,252,623.6578101891986,5,20,0.20825375362417828,0.23019775916658922,-0.021944005542410938,0.3648686707019806,379.2126105393933,874.1069612503052,1,AJK,2016,0
-11.593732815320559,3.4988302115913426,-16.124109644347413,-12.726635037758166,-17.120716995583564,-1.1329022224376075,-0.9966073512361504,169,0.2987297880247558,-1.0,0.22513665263559757,73.35758511468356,-3,9.03172818274012,5,20,0.11396668053093051,0.05288811392696098,0.06107856660396953,0.2739699184894562,196.22970100375431,622.3037860393524,1,Sindh,2017,0
-10.617018388248365,2.951838596221686,-15.122862039273144,-11.679725001023101,-16.375848452252388,-1.0627066127747362,-1.2529864129792436,237,0.39100768334721125,-0.8048576712608337,0.21426397909686348,222.83165960370047,69,104.40968490134155,5,20,0.11839461768678712,0.08371401438415814,0.03468060330262898,0.29790836572647095,219.35782857782576,856.2542781829834,1,Punjab,2017,0
-10.410104592298689,4.869722668685562,-17.869242154248948,-10.473167574115507,-17.871834815518547,-0.06306298181681846,-0.002592661269599006,325,0.07616221787147073,-0.6170268058776855,0.06058645898158988,979.1201015911074,0,119.12618854845526,5,20,0.06493674680848108,0.05883783454497633,0.006098912263504751,0.17176759243011475,44.53299226080729,242.86224722862244,1,Balochistan,2017,0
-7.839167753952207,3.5803140198372105,-12.623834868375905,-8.38561459894146,-12.868557423771309,-0.5464468449892532,-0.24472255539540377,141,0.37091262228288696,-0.9993571043014526,0.20971021783871407,1954.3789395142132,149,271.94783128117473,5,20,0.1290959414164257,0.1548884156163699,-0.02579247419994421,0.29548630118370056,273.1368948605211,718.5026817321777,1,KPK,2017,0
-5.979324160692764,3.2487142253528267,-9.624171576306201,-6.366005853445022,-10.872165628028277,-0.3866816927522576,-1.2479940517220758,135,0.0772198769127468,-0.13456669449806213,0.1426932524349945,3925.1236777777167,469,2224.135876362337,5,20,0.11210058784152667,0.17059733459233795,-0.058496746750811277,0.36370524764060974,117.03664811042573,571.4317255020142,1,GB,2017,0
-7.55862103050534,2.801565205574771,-9.685944991640424,-8.007863602853064,-11.062628349342816,-0.4492425723477238,-1.376683357702392,72,0.6100592664411798,-0.2638888955116272,0.17566868350318812,2068.1532983648135,252,623.6578101891986,5,20,0.2093852623225684,0.2305360792693231,-0.02115081694675469,0.38380342721939087,320.6600830285916,722.7573108673096,1,AJK,2017,0
-12.16039806856051,3.5641631569730627,-16.623998870756317,-12.57457386089421,-16.685755309790945,-0.4141757923336993,-0.06175643903462813,176,0.20151918320615536,-0.3849499821662903,0.19604723239101934,73.35758511468356,-3,9.03172818274012,5,20,0.06827787297706525,0.046092984964553406,0.022184888012511846,0.12326868623495102,44.446330610515105,191.79475131630898,1,Sindh,2018,0
-10.794562037865436,3.083166870484315,-15.810092151749714,-11.766565223891577,-16.562646166974666,-0.9720031860261411,-0.7525540152249519,234,0.2869867141510201,-0.4280112683773041,0.1707901217985286,222.83165960370047,69,104.40968490134155,5,20,0.1114988529103471,0.07763391321278824,0.033864939697558855,0.31269440054893494,198.51481053087176,1061.0903952121735,1,Punjab,2018,0
-10.331882177822445,4.888548422366968,-17.872138198493726,-10.232690713688008,-17.875067565776423,0.09919146413443691,-0.00292936728269666,345,0.06701241673336338,-1.0,0.039026263573292364,979.1201015911074,0,119.12618854845526,5,20,0.06271583850164683,0.06286098352281541,-0.00014514502116858008,0.13052545487880707,26.715102692515842,190.12784084677696,1,Balochistan,2018,1
-7.711851324583803,3.490553797740435,-12.187523777593368,-8.11424470406556,-12.560998177879314,-0.402393379481758,-0.3734744002859465,138,0.26887953182775676,-0.7246376872062683,0.2026809502729196,1954.3789395142132,149,271.94783128117473,5,20,0.13406252527802912,0.15430439860844103,-0.020241873330411914,0.30475640296936035,279.7289637581135,1016.2166407108307,1,KPK,2018,1
-5.840674446852155,3.005115624051769,-9.437473198532212,-5.802993707393209,-10.06099251007567,0.037680739458946455,-0.6235193115434576,141,0.28659925732381625,-0.09006928652524948,0.26031963911294237,3925.1236777777167,469,2224.135876362337,5,20,0.11661473046037445,0.13980977439685144,-0.02319504393647699,0.30716919898986816,132.40573773537199,910.6147606372833,1,GB,2018,1
-7.3365585141237215,2.153483084326007,-9.560360401861566,-7.639407833896409,-10.433487172882863,-0.3028493197726876,-0.8731267710212975,70,0.5524032435798495,-0.04408945515751839,0.18739377910422203,2068.1532983648135,252,623.6578101891986,5,20,0.2263460188534774,0.1962095221881307,0.030136496665346707,0.3818525969982147,408.6983268184001,948.5952613353729,1,AJK,2018,0
-11.806656583585749,3.426061465877063,-16.12271172217335,-12.600048075833726,-17.371384989741728,-0.7933914922479772,-1.2486732675683783,180,0.22530511105099194,-0.49008166790008545,0.1762847819234788,73.35758511468356,-3,9.03172818274012,5,20,0.11729221095483862,0.05944862916993975,0.057843581784898866,0.2184215784072876,227.76368795109187,716.4371004104614,1,Sindh,2019,1
-10.643569820240756,3.0261105531259833,-15.68885798686567,-11.621488834802326,-16.439205429313567,-0.9779190145615697,-0.7503474424478966,238,0.298967764203028,-0.37828966975212097,0.17539668237577913,222.83165960370047,69,104.40968490134155,5,20,0.12028872409788202,0.09308145913737245,0.02720726496050957,0.29010316729545593,244.42200925947188,1069.2325944900513,1,Punjab,2019,0
-10.341789499961829,4.6799838956193085,-17.37304979598298,-10.337637708262129,-17.375256327758983,0.004151791699699814,-0.0022065317760038283,350,0.07037480207411899,-0.4811272919178009,0.0537182430185677,979.1201015911074,0,119.12618854845526,5,20,0.07806183081840767,0.08739822154869671,-0.009336390730289038,0.16278547048568726,61.57605427738498,352.3586893081665,1,Balochistan,2019,1
-7.725504999821506,3.346207591388067,-11.935535257964453,-8.15083427291902,-12.564040303232892,-0.425329273097514,-0.6285050452684384,144,0.26403002370221434,-0.5153440237045288,0.19727171303304009,1954.3789395142132,149,271.94783128117473,5,20,0.13382146118889918,0.1786100440506063,-0.044788582861707116,0.28339919447898865,233.38038096018906,878.4186410903931,1,KPK,2019,0
-5.834345556018533,3.039583633104936,-9.436663444841779,-5.93771882265756,-10.8729950100882,-0.1033732666390268,-1.4363315652464212,132,0.16226670758413886,-0.40238773822784424,0.2007271501820527,3925.1236777777167,469,2224.135876362337,5,20,0.11875912072493623,0.18746431675306469,-0.06870519602812845,0.3551296889781952,107.9480033754016,675.9819030761719,1,GB,2019,0
-7.227767344778014,2.2550665306057702,-9.559262678301375,-7.676216758414045,-10.940113064651944,-0.4484494136360304,-1.38085038635057,75,0.5024087780320518,-0.49483636021614075,0.17777679643116157,2068.1532983648135,252,623.6578101891986,5,20,0.21772437368888511,0.24706683091981138,-0.029342457230926267,0.3664766848087311,413.2739551530923,1085.0596132278442,1,AJK,2019,0
-11.605009615282114,3.3275560815278267,-15.937784801750253,-12.313794176061501,-16.688103961777617,-0.708784560779387,-0.7503191600273649,181,0.21949000613119166,-0.5826739072799683,0.17827544635302986,73.35758511468356,-3,9.03172818274012,5,20,0.15161236066788208,0.06821148953753468,0.0834008711303474,0.3129374384880066,266.1441050004326,788.2514411463053,1,Sindh,2020,1
-10.592001668412673,2.8398009493151313,-15.188394260366419,-11.114766495101179,-15.438695169177544,-0.5227648266885065,-0.2503009088111252,242,0.31037855067658227,-0.4002458453178406,0.17064399888123752,222.83165960370047,69,104.40968490134155,5,20,0.13543069459174845,0.10894686139902715,0.026483833192721296,0.3028964698314667,272.87518091467757,993.434569041041,1,Punjab,2020,1
-10.333248791743896,4.5927155468976,-16.87197428157081,-10.348587206885181,-17.12092884362994,-0.015338415141284756,-0.24895456205912936,350,0.07803363737383055,-0.5054879188537598,0.058329246225869956,979.1201015911074,0,119.12618854845526,5,20,0.08915520772527664,0.07837028872237968,0.010784919002896964,0.20487500727176666,73.37870491816844,387.92644810635784,1,Balochistan,2020,1
-7.714862874010137,3.293917678714296,-11.812972387090374,-7.917778923371736,-11.810980216977017,-0.20291604936159846,0.0019921701133576164,144,0.28528475310202045,-0.5292361378669739,0.20397163667394597,1954.3789395142132,149,271.94783128117473,5,20,0.14898834883950018,0.2203820066961812,-0.071393657856681,0.2985282838344574,276.5039201998695,881.2650793445355,1,KPK,2020,1
-5.731005451027068,3.0153845790588263,-9.30901062309768,-5.969980949133321,-10.561611415654665,-0.23897549810625307,-1.2526007925569846,156,0.16659083914928996,-0.6967079043388367,0.20337631535531628,3925.1236777777167,469,2224.135876362337,5,20,0.13619578433335733,0.21429029601568078,-0.07809451168232345,0.3621284067630768,137.80896472431172,692.2449184060097,1,GB,2020,0
-7.376592953411935,2.2976766261386925,-9.561126455491706,-7.678520669341694,-10.557964763615571,-0.3019277159297591,-0.9968383081238645,78,0.4972373339733142,-0.46125224232673645,0.1695716838450306,2068.1532983648135,252,623.6578101891986,5,20,0.22150108438919058,0.27065963562278,-0.04915855123358942,0.354642391204834,414.38352117545236,904.6121748685837,1,AJK,2020,0
-11.693457256742432,3.244661940622883,-15.937375947141376,-12.371013241069047,-16.622499933415735,-0.6775559843266148,-0.685123986274359,175,0.2046346924217501,-0.40740740299224854,0.16468695882396442,73.35758511468356,-3,9.03172818274012,5,20,0.09699027949032117,0.062200994391619385,0.034789285098701786,0.22724738717079163,132.7800645249446,497.7376528978348,1,Sindh,2021,1
-10.843373832995486,2.998247704789237,-15.68612903601634,-11.598853935937077,-16.562764526897546,-0.7554801029415916,-0.8766354908812062,235,0.29350367676127925,-0.3665086030960083,0.17373802365089772,222.83165960370047,69,104.40968490134155,5,20,0.11403113999847901,0.08193450108190005,0.03209663891657896,0.29938143491744995,274.47105079857295,1440.1192798614502,1,Punjab,2021,1
-10.280652613110718,4.665992054885759,-17.122248776228666,-10.223175430362852,-17.124554927867703,0.057477182747865285,-0.002306151639036358,350,0.06488899379084757,-0.45249995589256287,0.04775473726817395,979.1201015911074,0,119.12618854845526,5,20,0.07249577104519565,0.06519473756537826,0.007301033479817393,0.14693698287010193,50.649579044945426,178.37849855422974,1,Balochistan,2021,1
-7.638108436554914,3.3835390626887256,-11.935939218641547,-8.158386832923764,-12.561528166663916,-0.52027839636885,-0.6255889480223686,140,0.2617452279064455,-0.44895118474960327,0.19728369325555165,1954.3789395142132,149,271.94783128117473,5,20,0.13995433624546366,0.16703294363980284,-0.027078607394339177,0.29135316610336304,279.41658464848035,1187.2386512756348,1,KPK,2021,1
-5.698514074707787,4.120701238831703,-10.871873261373635,-5.942754042555846,-11.367551238038324,-0.2442399678480589,-0.49567797666468927,130,0.15800987447970555,-0.43888524174690247,0.2044228425063008,3925.1236777777167,469,2224.135876362337,5,20,0.13548270040700217,0.20041659398147837,-0.06493389357447621,0.3800964057445526,145.88945087423423,931.6357879638672,1,GB,2021,1
-7.232789651337785,2.2531989685947824,-9.561625821262652,-7.704712609009295,-10.689100968037875,-0.47192295767151027,-1.1274751467752235,80,0.47378569132732234,-0.5009973645210266,0.1885795684765224,2068.1532983648135,252,623.6578101891986,5,20,0.22438487950082242,0.24566343040519056,-0.021278550904368143,0.3853956460952759,566.375014536479,1380.2132205963135,1,AJK,2021,1
-11.212705511235853,3.0352133563335064,-15.122417698857747,-12.393466333589863,-16.687346053147454,-1.18076082235401,-1.564928354289707,180,0.2597364613668728,-1.0,0.21397836689338143,73.35758511468356,-3,9.03172818274012,5,20,0.23365044513715275,0.04655090505412134,0.1870995400830314,0.31680482625961304,410.83287041605837,963.5146529842168,1,Sindh,2022,1
-10.17490565638867,2.494441470633396,-13.81353117952875,-11.649601714886412,-16.56090990680755,-1.4746960584977415,-2.7473787272787984,236,0.3695522039205881,-0.7553915977478027,0.18085467944347683,222.83165960370047,69,104.40968490134155,5,20,0.1742882197001796,0.06282534528652825,0.11146287441365135,0.40212514996528625,346.5537782174729,1111.4264659583569,1,Punjab,2022,1
-10.327238913657762,4.3928201844353145,-16.373601871064224,-10.116003162489525,-17.37170503566594,0.21123575116823723,-0.9981031646017158,348,0.10591294322174494,-0.6630547642707825,0.09199054276681481,979.1201015911074,0,119.12618854845526,5,20,0.15584420340023397,0.05799897175294777,0.0978452316472862,0.3035692274570465,177.07887531179531,575.2166388486512,1,Balochistan,2022,1
-7.407632038246015,3.232558090646102,-11.560989798071729,-8.01773772127313,-12.68267245557049,-0.6101056830271157,-1.121682657498761,146,0.30462241337087337,-0.7364880442619324,0.2206085189987413,1954.3789395142132,149,271.94783128117473,5,20,0.18577102826785513,0.16370901244014338,0.02206201582771175,0.40771791338920593,316.14754700936754,967.2770366668701,1,KPK,2022,1
-5.56616448404185,3.0349804295726144,-9.186024120535224,-5.666042706014833,-11.122145189797022,-0.09987822197298346,-1.936121069261798,134,0.16262273125004792,-0.509951651096344,0.211605577713109,3925.1236777777167,469,2224.135876362337,5,20,0.15740923835585027,0.18362200245273502,-0.02621276409688475,0.4086480438709259,135.70771343176432,739.2276811599731,1,GB,2022,1
-6.907362239397627,2.101576118822752,-9.185048829007965,-7.539474265302885,-10.313144928745121,-0.6321120259052577,-1.1280960997371565,92,0.5233869276980566,-0.5594336986541748,0.18235625991154014,2068.1532983648135,252,623.6578101891986,5,20,0.29180589587232025,0.20941638999624906,0.08238950587607119,0.4265846610069275,437.43809134112064,965.2563934326172,1,AJK,2022,1
-11.331965998005481,2.9379220787771074,-15.121607554768959,-12.04680567147194,-15.937056183779386,-0.714839673466459,-0.8154486290104277,178,0.24080546250382417,-0.7632275223731995,0.16907325482313873,73.35758511468356,-3,9.03172818274012,5,20,0.1208135638610759,0.0821489691688375,0.0386645946922384,0.29390057921409607,144.20173753091194,439.69243943691254,1,Sindh,2023,1
-10.316738935346592,2.3271312263933956,-13.811109693399896,-11.031713295264591,-15.188283368568092,-0.7149743599179992,-1.377173675168196,233,0.3475753692394606,-0.5893628001213074,0.1756409698930619,222.83165960370047,69,104.40968490134155,5,20,0.1294146013475764,0.11110265942305377,0.018311941924522637,0.3583124577999115,239.4487011911304,1250.8523406982422,1,Punjab,2023,0
-10.212751735816598,4.444105864384654,-16.373146775192108,-10.281427399733404,-16.373511716984172,-0.06867566391680668,-0.000364941792064144,346,0.09178098462490673,-0.8625339269638062,0.06833116041086469,979.1201015911074,0,119.12618854845526,5,20,0.07821087295242964,0.08452108923753732,-0.006310216285107681,0.165912464261055,49.74653040310307,235.80348324775696,1,Balochistan,2023,0
-7.577662999247442,3.2700247106631566,-11.813543025715356,-7.905958283843196,-11.937818295084579,-0.32829528459575386,-0.12427526936922284,137,0.2958486674226116,-0.5740355253219604,0.21183143741243401,1954.3789395142132,149,271.94783128117473,5,20,0.15220448134753745,0.20758230098592728,-0.055377819638389836,0.37424883246421814,226.621163761698,1014.3864040374756,1,KPK,2023,1
-5.7698366694669865,3.0301287421434226,-9.311717701035587,-5.899977290104084,-10.312531093473895,-0.1301406206370972,-1.0008133924383085,142,0.1818487936831854,-0.326406329870224,0.22090060397277947,3925.1236777777167,469,2224.135876362337,5,20,0.1427688698608837,0.2003415101252375,-0.0575726402643538,0.37424883246421814,129.14750990687088,918.8084411621094,1,GB,2023,1
-7.203466630537406,2.2280070565450583,-9.436723871644109,-7.610017438732858,-10.562989419720664,-0.4065508081954521,-1.1262655480765549,92,0.5379645140660347,-0.5754332542419434,0.1811583751630783,2068.1532983648135,252,623.6578101891986,5,20,0.24727040411360818,0.25604530021607386,-0.008774896102465679,0.4027925133705139,449.94748959209875,1137.0547342300415,1,AJK,2023,0
-11.167710901022057,2.930119260032905,-14.624989056948548,-12.102682375290385,-15.812516209959444,-0.9349714742683286,-1.1875271530108957,179,0.2792328628966866,-0.9608510732650757,0.1867832773868683,73.35758511468356,-3,9.03172818274012,5,20,0.17643254561546806,0.06960437809790888,0.10682816751755918,0.3083736300468445,232.24432098577023,560.6919140789723,1,Sindh,2024,1
-10.418815152302496,2.4401194661135683,-14.062862350699394,-11.386459018015026,-15.562914824178447,-0.9676438657125299,-1.5000524734790535,237,0.3513079765411164,-0.5862550735473633,0.17375797018633043,222.83165960370047,69,104.40968490134155,5,20,0.1530522519036181,0.07909708053510633,0.07395517136851176,0.2607286274433136,340.81855755423396,1128.0942597091198,1,Punjab,2024,0
-10.340260593509676,4.44712724859077,-16.37331576083446,-10.303150206064343,-16.622746952771905,0.037110387445332904,-0.24943119193744678,353,0.09750701613083979,-0.6570296883583069,0.07605260605288877,979.1201015911074,0,119.12618854845526,5,20,0.10390875288009119,0.09187319629368193,0.012035556586409257,0.21925565600395203,94.16610779687717,438.6174232661724,1,Balochistan,2024,1
-7.621711742090461,3.1559126714679158,-11.562847329560416,-7.940860072296113,-11.93542673541806,-0.3191483302056515,-0.3725794058576444,141,0.30579793372884584,-0.724663496017456,0.2217531628251187,1954.3789395142132,149,271.94783128117473,5,20,0.14198314161019296,0.18238265074673154,-0.040399509136538586,0.2562811076641083,260.8099437007672,939.8614342659712,1,KPK,2024,1
-5.698003450088214,2.896555276604255,-9.060618511234358,-5.943651982288274,-10.186694583868775,-0.2456485322000601,-1.126076072634417,141,0.17725762019799418,-0.4539374113082886,0.22043742581910597,3925.1236777777167,469,2224.135876362337,5,20,0.11265785968487008,0.16866715089115367,-0.05600929120628359,0.298991858959198,127.5222223422084,746.2029741480947,1,GB,2024,0
-7.19590217843678,2.1617039033437715,-9.312342983452357,-7.845732267864163,-10.810343708472617,-0.6498300894273825,-1.49800072502026,94,0.5510462500832297,-0.5195696949958801,0.1843615796255483,2068.1532983648135,252,623.6578101891986,5,20,0.17892831430724154,0.21947864375017725,-0.04055032944293571,0.3101443350315094,446.2661521691537,1141.9449870884418,1,AJK,2024,0
